Gender,Age Group,Educational Degree Level,Major,Most Active Platform,Account Type,Type of Content,Number of Posts Created,Avg Time Spent on Platform (min/day),Number of Likes Given,Number of Likes Received,Number of Comments Made,Number of Comments Received,Number of Shares,Number of Followers,Number of Accounts Followed,Engagement Rate (%),Income in USD,Number of Views,Amount Invested in Advertising (USD)
Male,<12,High School,Social Sciences,YouTube,Other,Singing,108,113.3860726831717,170,262,48,46,34,1608.8441520924591,309.88689510012995,2.919752201948078,44760.11269973114,4944,880.3320554309996
Other,51+,None,Social Sciences,YouTube,Personal,Travel,80,138.06112270145348,209,248,59,70,23,1754.290517150393,447.7918449186433,53.27592726434743,12449.683173492609,5122,1047.6227562907939
Female,13-19,PhD,Arts,LinkedIn,Non-Profit,Travel,101,104.53758403663684,214,233,49,50,35,2045.9682406850714,256.45033129077757,87.27982978990212,30178.33371632316,5050,699.8937976303105
Other,34-38,None,Other,Twitter,Personal,Handmade Craft,109,87.4252448311129,193,270,40,59,24,1717.2275451907192,438.66024558025026,12.200987385076045,36285.0690062685,5022,1316.1131870071254
Male,<12,PhD,Science,Other,Personal,Other,93,183.42525653825626,203,212,54,56,31,953.5746155623067,443.041749840225,98.2546201951122,44904.54455899742,5045,2769.5633694540893
Male,46-51,Bachelor,Engineering,YouTube,Other,Art-Drawing,97,123.3312045291272,178,228,45,57,34,1168.7910787452392,232.69980795500317,1.2391463981169193,31906.82917603491,4898,2650.9431691816744
Male,<12,MD,Other,Other,Personal,Travel,100,124.15216302462183,191,248,51,60,25,1573.2279768339754,335.40356272103884,88.61200114631643,37257.909003012646,4996,2295.6998783842723
Other,39-45,Bachelor,Other,Facebook,Business,Educational,116,80.73017655374801,202,253,49,63,35,1154.5706140812852,278.854329064475,35.36725743949669,43970.15525522677,4996,1785.2118473359417
Other,39-45,High School,Arts,TikTok,Business,Singing,79,101.62917012611283,201,242,49,49,34,761.7855692659834,274.7584954810914,13.26905816777627,45985.412178053084,5155,1931.717502144441
Male,20-26,None,Arts,TikTok,Influencer,Other,88,93.0647811188429,185,254,61,67,42,1096.8076781296443,324.62419716699185,15.73581752545351,27288.47468986881,4879,2301.0731948560046
Other,39-45,PhD,Social Sciences,Other,Other,Educational,107,152.36925690417908,191,238,43,57,27,1099.5185248919756,221.00669261376228,70.11787183542708,30683.381662006566,4978,1526.7552383718785
Male,27-33,PhD,Arts,Instagram,Influencer,Art-Drawing,92,135.13900862778155,204,253,44,69,32,995.3147409103362,140.47071193784686,87.07196766559441,18629.215786743003,5016,2977.337323742064
Male,13-19,None,Arts,Instagram,Business,Handmade Craft,99,102.88308921580412,208,239,45,62,24,2763.376030401385,246.8050024327508,64.1066353806788,25903.06282266868,4859,685.3298213508599
Female,13-19,None,Arts,LinkedIn,Influencer,Travel,96,136.81500715998644,171,230,52,68,28,1657.647715457095,418.0880574847881,92.8724971360753,23888.813720081384,4975,1223.1577796991069
Other,34-38,High School,Social Sciences,LinkedIn,Other,Educational,100,112.39439562776768,221,263,57,58,35,1557.7844450888251,279.66877383349396,84.24787950568991,27170.713457560058,4939,1074.368493515236
Male,34-38,Bachelor,Engineering,TikTok,Other,Other,102,127.03472153935625,212,262,46,66,27,1959.7529460221954,297.67560149648614,0.9031806940650422,28586.30684830315,5083,2457.60118877228
Male,13-19,PhD,Engineering,Facebook,Personal,Animation,112,126.8929166155712,216,218,53,62,32,2399.1446038158415,379.2649469748006,66.94296644301347,42200.42369590819,5102,799.756681174754
Other,46-51,High School,Arts,Twitter,Non-Profit,Singing,97,132.60801631438798,187,267,53,60,33,1693.3355676440137,140.28363055517866,30.463468871429257,35239.84221788089,5001,1082.9209042047637
Female,34-38,Bachelor,Social Sciences,Twitter,Personal,Other,110,128.98955770190238,195,239,44,57,31,2008.7758690828114,343.9107503823999,45.45000117204101,10800.94309634103,5024,2424.3790699816013
Female,20-26,High School,Engineering,LinkedIn,Other,Educational,92,132.63148953494726,205,250,51,55,28,1248.9902540307717,466.98534986081927,9.403074813422673,38255.88761593669,4953,1131.1630314407766
Male,39-45,PhD,Other,Facebook,Business,Singing,88,157.67424931456722,171,259,42,57,35,1046.8459312476646,309.1531016553311,28.209916187165042,21768.281661049885,4938,2838.2186612061596
Other,13-19,None,Engineering,LinkedIn,Business,Travel,93,139.2168825922057,225,265,57,51,26,1954.591562096989,107.70210739946185,63.26859674325075,13658.979020839972,4938,2814.690827281215
Female,51+,None,Engineering,Twitter,Personal,Animation,95,109.89294711822122,190,271,46,53,26,1945.0144934782115,292.3608862302291,21.838213025632403,12866.068380048291,5055,1462.1454959301586
Other,34-38,Bachelor,Social Sciences,Other,Other,Handmade Craft,104,117.06141762044476,208,279,50,55,30,1898.1021986425899,361.02171488779777,64.7536668271193,32546.6710540408,5075,2127.6192180961402
Other,13-19,MD,Other,LinkedIn,Business,Other,125,156.905117639912,183,263,49,78,28,1562.792390382417,311.20745316578393,92.30321707966723,45913.80835331102,5025,4059.3419067045365
Male,27-33,Bachelor,Social Sciences,YouTube,Other,Handmade Craft,107,123.37267364844644,195,208,47,64,29,1110.2298116465538,327.24524468575953,0.4940305004957235,26837.849119661227,4895,2872.0736506879293
Female,<12,MD,Arts,Other,Business,Animation,95,108.77944747928701,202,273,42,60,36,1259.7211448440053,339.26096281078134,78.57707197298583,44059.00581491746,5002,2494.135378798334
Male,39-45,High School,Business,LinkedIn,Other,Singing,104,101.06584973609893,183,272,55,59,30,2077.5358369552782,206.77569275071778,64.13188801631883,31285.101326479813,4861,3551.8415845685863
Female,13-19,High School,Engineering,TikTok,Influencer,Travel,101,128.19114324498742,220,262,45,59,30,1204.568600734955,219.27463943772398,4.663276273379225,0.0,5026,1036.330421958302
Female,<12,PhD,Business,LinkedIn,Other,Educational,108,94.35429592363272,197,281,43,72,25,1593.126337680882,263.03563496548725,79.01671372452203,39182.231315491204,5087,3255.8335682374573
Female,34-38,MD,Social Sciences,TikTok,Other,Animation,88,158.5438627150292,174,242,50,74,26,1114.5524287526323,339.2673313477976,22.452103513713105,21867.376156876257,5100,2355.610949523543
Female,<12,PhD,Social Sciences,Facebook,Personal,Art-Drawing,96,88.86544938728761,215,283,37,46,32,1404.4099938418258,181.09167415355137,26.582054072262483,17841.93658330966,4965,3457.1368114195675
Female,39-45,None,Social Sciences,Twitter,Influencer,Singing,96,164.34203176558265,207,222,42,62,34,959.7286158011477,505.6337344431889,9.351568246937337,39268.36509843971,5069,1477.8642347831612
Other,13-19,MD,Business,Other,Non-Profit,Handmade Craft,81,111.44309052382653,198,270,40,59,31,1462.6991589950621,57.659042557652015,53.43798153432594,32007.898116504337,4990,3392.4933539360522
Male,27-33,Bachelor,Social Sciences,Other,Personal,Other,103,87.69787939117032,189,248,50,63,22,1261.23115568194,129.32752122125754,49.82237402682267,28990.982161959593,5193,257.700932943575
Other,46-51,None,Arts,Instagram,Non-Profit,Animation,106,125.67527215696128,209,260,49,62,21,646.7257169815036,355.3672300571673,34.7174506336289,31455.78544365632,4826,1624.1078772500625
Female,34-38,None,Social Sciences,Instagram,Business,Handmade Craft,98,91.40882525357132,216,288,50,59,38,1827.4145856196183,346.7548572473088,16.875380776677307,17293.630359469185,5060,2272.5986312366404
Male,13-19,Bachelor,Science,Twitter,Non-Profit,Singing,94,121.03115283090781,210,231,50,55,34,1804.6573961623744,292.7628062627649,83.79535544990658,56549.41307114519,5008,2656.8198794202253
Female,39-45,None,Business,Instagram,Other,Handmade Craft,116,102.67369405202002,184,270,44,80,24,1528.0654533065729,367.61992971803795,87.63784300676717,32588.62421693675,4915,0.0
Male,34-38,MD,Science,Other,Non-Profit,Animation,103,148.35219803607274,204,211,40,61,34,937.9182898138249,356.77019405685866,54.05796107136721,32379.59849809975,4849,754.3037770496169
Other,20-26,PhD,Social Sciences,LinkedIn,Personal,Singing,103,124.10248829812896,196,245,41,73,36,944.8310356817485,300.0080229785995,24.422533359937816,28694.287648758258,5012,916.3892780031972
Male,<12,None,Arts,Facebook,Personal,Art-Drawing,91,84.34497503776396,195,260,42,48,28,2665.2871467649147,326.8236695250425,9.611006569868398,5751.9294385152425,4948,1064.3395408314625
Male,46-51,MD,Engineering,Facebook,Non-Profit,Animation,111,102.08890378721983,207,225,55,62,34,188.958817989939,0.0,86.85441674915627,19881.516606879482,5132,1249.5145459922633
Male,39-45,High School,Other,Twitter,Personal,Educational,100,141.1484174877939,179,261,44,58,22,954.686501244097,286.68330458876574,9.60527195895543,11643.407794328974,4978,2164.730193036998
Male,20-26,MD,Other,Instagram,Personal,Travel,104,158.61276311371427,200,237,50,58,40,2574.7948790222613,295.2306808874963,1.3180037749451312,10205.128996348278,5086,3476.251848495084
Male,51+,PhD,Social Sciences,LinkedIn,Non-Profit,Animation,99,118.64175577596949,191,268,49,57,32,2731.3105694261285,491.28295761150173,46.93975773386387,6876.563200200359,4886,1624.722773062329
Female,13-19,MD,Arts,Facebook,Influencer,Singing,118,88.66810314393288,184,261,39,69,24,2349.568560750466,217.43236118308158,73.12710219793343,20471.87210187297,5007,3545.80791606649
Male,27-33,Bachelor,Business,Facebook,Influencer,Other,90,151.62108932552664,203,248,46,56,29,1765.9241486655574,296.41345531321605,45.75370044770406,30307.254742433473,4967,2084.8550884475553
Male,34-38,PhD,Science,YouTube,Business,Travel,78,141.01691024680125,187,220,58,49,31,1181.79203522302,442.3634356299173,5.14106069865361,8667.085182742707,4909,1785.8286791415846
Other,<12,High School,Science,YouTube,Personal,Animation,119,159.19618752907647,199,240,53,64,30,658.6790429973507,356.01127440441655,69.00291134218229,40497.6522656809,5011,3045.1968434918044
Male,34-38,Bachelor,Science,Other,Non-Profit,Art-Drawing,96,128.7062735526392,178,258,54,65,30,1703.0749760464644,302.5164916359227,64.23326205578509,34461.88722189196,4985,1843.8771855530376
Other,46-51,MD,Business,Facebook,Personal,Other,112,104.38209252609322,232,253,41,58,38,1118.4744352217647,396.2320858465049,68.1529731124555,26524.36764276861,4954,1217.9584345735896
Female,13-19,PhD,Other,Twitter,Other,Art-Drawing,104,135.50665456186738,151,232,44,60,37,2225.811122196619,220.7277102486961,21.120249134904945,62431.397926528705,4905,3326.0900214323365
Male,34-38,High School,Arts,TikTok,Personal,Educational,98,129.78987670324744,204,240,50,70,35,573.2526213130403,472.530859982677,79.5698409145199,26391.024637335737,5017,1961.7022700221994
Other,<12,Bachelor,Business,TikTok,Personal,Other,94,102.75378924461896,236,247,47,51,25,1600.2126634944973,364.24954589795936,47.91682117481334,41973.15611705376,5023,3791.0901621148414
Other,13-19,High School,Science,LinkedIn,Influencer,Handmade Craft,133,125.95915751542218,192,266,56,73,34,1964.3722382887527,137.4036236337092,53.635281059044026,33141.987467620194,5037,1645.1089301243467
Female,34-38,MD,Social Sciences,Facebook,Non-Profit,Other,97,114.1492233353386,187,243,59,51,33,2006.330564350057,239.47898185357587,54.58300096542491,51581.06103720711,5014,668.5837350760794
Male,27-33,High School,Engineering,Facebook,Personal,Travel,100,142.3061353495104,206,253,41,51,25,1916.8147965202097,84.24671365312818,28.6806437071201,46268.77181011916,5040,1230.5598388445023
Male,39-45,None,Business,Other,Influencer,Other,97,134.76020730946306,187,247,49,65,39,1670.2306284897966,379.5771392366951,25.01341043370423,25499.98025903764,5081,1329.2949942573628
Other,13-19,Bachelor,Business,Facebook,Business,Singing,104,88.4522582015643,200,275,38,60,33,1563.8601868696899,356.3509329188611,0.47661304815364014,26044.785813055125,5102,1904.3518456928948
Male,39-45,High School,Arts,Twitter,Influencer,Singing,91,85.42732261917027,216,265,52,68,30,1953.9876278097931,253.97243583517024,39.661034205540034,9878.77240614505,5149,1205.7347002384658
Other,51+,MD,Arts,YouTube,Influencer,Handmade Craft,96,117.3056647927934,194,237,51,53,27,1670.3068318157239,420.0357092087671,48.510298393906545,31739.32125720006,5029,747.0618782248305
Male,13-19,MD,Business,Facebook,Influencer,Other,106,120.98457856137948,194,271,41,48,28,1686.4162029176782,291.6471634008947,74.28037456552985,39819.61091183366,5110,1677.0561172553962
Other,27-33,High School,Science,Facebook,Personal,Art-Drawing,112,142.8293032227548,239,264,47,58,23,1517.188239830616,562.3385345794931,6.662696094429998,29071.92033275979,4908,2091.475711972169
Male,39-45,MD,Engineering,Other,Personal,Art-Drawing,107,135.39911731685666,188,262,45,63,21,1307.4479843186996,180.05646529582032,92.39894123987114,51009.0909200664,5016,2411.7000374469067
Female,20-26,PhD,Arts,Instagram,Business,Animation,86,163.76056929638227,207,256,54,63,33,825.03055859235,364.1689972635843,26.39584682470415,32176.673836972197,5017,1983.1817440001848
Male,<12,PhD,Science,Other,Other,Educational,115,105.9841960717371,174,238,67,62,35,911.291266284341,260.25981823964804,36.67206901282478,48711.16368957582,5059,3366.192733839907
Male,20-26,PhD,Social Sciences,Other,Other,Travel,87,104.2714179171838,187,255,50,55,36,1308.3983825810808,232.29589826753485,4.836246559526181,27552.87099004894,4852,2061.41826373592
Female,34-38,None,Arts,Twitter,Other,Educational,112,91.20557983064867,213,247,51,41,31,1439.7485347468692,282.69361668318953,65.31364108181234,12606.93919221871,4859,0.0
Male,27-33,High School,Science,LinkedIn,Business,Other,101,142.4822134432524,166,244,59,53,21,1016.1552996026943,336.70021832464647,70.89227973898669,20625.1472255473,4982,2250.518682132586
Female,20-26,None,Science,Facebook,Other,Educational,83,120.65256552047882,197,278,48,53,24,978.7988653269579,305.829931764939,92.87912172897656,29517.022411025384,4938,2007.4020387650123
Male,13-19,MD,Engineering,Other,Other,Animation,106,64.39189449115061,215,244,59,53,27,1317.6958640511227,367.76827784191494,33.68290033152288,18756.806418791304,5018,2735.2385494145565
Other,34-38,None,Engineering,Other,Influencer,Educational,91,126.06496133123679,209,264,54,59,24,1951.0291233963521,360.6976092380669,25.736872987823347,5174.008282352072,5049,880.6195580229705
Other,34-38,MD,Social Sciences,Instagram,Personal,Handmade Craft,91,127.97910503451213,192,253,54,59,32,439.9389018542122,445.1424324259031,72.60865035708707,0.0,5139,3061.4486666723424
Male,20-26,MD,Science,Other,Personal,Animation,130,115.66959171756469,189,239,51,62,32,1030.8353979816252,179.8784355860911,70.68008884429278,45208.61421337706,4951,2266.9245702993408
Male,51+,Bachelor,Other,TikTok,Influencer,Handmade Craft,120,128.89964558875252,190,267,46,57,26,1580.7976593658625,144.26700037582916,93.71240578533869,35779.9926145808,5019,2135.6032283885074
Male,20-26,PhD,Science,LinkedIn,Influencer,Other,102,83.39292902322839,216,249,56,62,22,2143.3459248918075,293.2233987837703,20.531862423328395,34134.877625779525,4999,2938.471579293574
Other,51+,MD,Engineering,Facebook,Influencer,Animation,128,169.23095502300083,189,264,60,64,30,2580.4155141575784,220.639576677661,70.52926226945353,32525.354014187185,5030,3159.5688769296994
Male,27-33,Bachelor,Other,Facebook,Personal,Other,97,131.40778278227768,209,259,60,67,26,1328.9088210260616,387.3942280471957,6.686857718935424,21788.475467525604,4950,3062.0435153188555
Other,<12,PhD,Arts,Instagram,Other,Other,101,66.78903350764134,197,248,39,51,41,1321.614468231045,193.21729277220845,48.03681067572187,41915.00539599618,5104,0.0
Female,20-26,MD,Arts,Twitter,Influencer,Educational,92,119.82308702009674,200,248,54,62,34,1431.151895651353,245.0373146513995,11.939077726570835,3910.840811840728,4940,577.5385926782628
Other,46-51,MD,Business,Facebook,Business,Handmade Craft,103,132.20160598956343,219,237,50,63,29,1613.5552477621152,266.7654074061702,65.31459880944719,0.0,4865,1560.2225256229572
Other,51+,None,Engineering,TikTok,Influencer,Other,106,86.61203775230854,187,272,60,55,34,1477.5499352783108,476.5530078710673,60.14667616916858,26975.257422948413,4878,811.1570832361667
Female,20-26,None,Business,Facebook,Non-Profit,Handmade Craft,105,136.00890837040313,194,230,46,53,26,1558.2776431418624,510.76313287026073,4.8832933629728625,31945.472518380324,4818,1304.6887444349247
Other,39-45,PhD,Other,TikTok,Influencer,Handmade Craft,108,170.42776869025994,184,259,57,58,42,831.8215383646552,185.85976485374772,31.961782258475612,16738.287372736057,5118,1948.7775581950648
Male,13-19,MD,Engineering,LinkedIn,Personal,Animation,95,100.66892818351413,196,249,58,50,34,669.0041492708335,80.4282193391812,39.50336322767527,6100.058892315679,5066,1529.994395105744
Male,46-51,High School,Social Sciences,LinkedIn,Influencer,Singing,101,132.85316087609831,197,290,40,70,34,1857.655100028197,242.6020206556737,24.806026951296445,38859.977896809956,4984,1975.925016418573
Other,46-51,None,Science,YouTube,Non-Profit,Educational,91,126.25795796976591,200,257,51,72,25,1403.60924976246,296.3068752274956,3.8670044018810135,23828.569453389926,5016,3359.7100599946966
Male,51+,PhD,Social Sciences,YouTube,Business,Other,83,149.04869999437145,212,243,44,59,21,1916.7551366422906,295.84792767083763,31.88218961060588,40411.32697190592,4964,3780.7148677893265
Other,39-45,MD,Other,TikTok,Other,Handmade Craft,108,116.73474286127573,198,219,58,62,30,1611.8879885717406,291.57949915574284,79.26249014508285,49585.57365325135,4870,2373.3079917046834
Male,39-45,MD,Engineering,Twitter,Influencer,Travel,93,87.99850120914394,210,237,49,53,30,783.4773894485983,381.59064848693856,36.01090885916426,5946.222624194368,5118,3335.002105321001
Male,34-38,High School,Other,Facebook,Non-Profit,Singing,86,147.1254674092412,172,249,48,54,33,2276.611531438044,259.7194945469775,32.33697552343533,33199.77185506769,5115,1601.1140576581727
Other,51+,PhD,Science,Other,Non-Profit,Other,119,89.7821822783957,186,266,57,76,33,1515.6787542304241,321.33499275131317,94.17531379115846,33743.8964603787,5043,1375.2179164674376
Male,<12,MD,Arts,Facebook,Business,Travel,107,174.26584133678833,201,258,54,60,30,1126.3761539959228,364.4681225284954,4.16307187145013,41166.3853600065,5053,1924.9158920534533
Other,13-19,None,Arts,YouTube,Personal,Educational,101,136.823080470455,188,225,51,63,43,1232.8995914488248,321.94179998769135,76.7288195641983,21998.8109513943,5045,1687.592842198241
Male,27-33,High School,Other,Other,Influencer,Educational,110,102.03321790153905,194,261,44,64,34,894.3262124429027,367.57075185084807,48.309359831434996,30837.46040132165,4975,2675.6593522989806
Male,46-51,PhD,Business,TikTok,Non-Profit,Handmade Craft,94,153.25954837518773,183,226,66,60,29,1666.354599961643,129.20729715207108,94.44625075105407,41005.01667868549,4957,2014.4485104714365
Female,27-33,High School,Engineering,Other,Business,Handmade Craft,108,119.72432897907343,199,269,41,66,39,1444.4074657244466,311.448615840724,39.347074416339176,36566.2632125427,4992,3509.2370897013298
Female,20-26,None,Engineering,Facebook,Other,Other,98,113.3578331701793,198,272,55,63,33,2509.3095264094263,322.9793941554557,70.80423370055217,53384.212977482166,5031,2119.585342657569
Other,20-26,PhD,Arts,Facebook,Non-Profit,Animation,106,99.57391871706704,217,229,54,60,25,1759.9689775847773,283.44124985239637,6.993536439051484,16973.205457097545,5076,1292.9604987570224
Female,27-33,High School,Social Sciences,Twitter,Business,Singing,93,63.654630014044876,191,213,32,58,25,2479.0187063970848,240.23443710692442,92.8772425583881,33105.36683646022,4916,1527.1149595209843
Other,20-26,Bachelor,Science,Instagram,Personal,Other,108,138.13177711100482,225,237,47,59,26,1019.3707287852267,346.1184525944144,34.45426667985926,28705.752721550718,5013,1405.935630693507
Female,<12,None,Social Sciences,Other,Personal,Singing,97,71.1561971454718,190,259,37,63,27,1334.5961475113866,312.2943031387235,52.40045757842865,26902.261893386007,4896,2731.097097376334
Male,39-45,None,Social Sciences,YouTube,Non-Profit,Handmade Craft,76,96.20117004445865,224,233,51,67,35,1945.0567002282019,294.7407109005157,13.848160876296712,38822.081244006724,5042,1894.8467527046676
Other,20-26,None,Other,YouTube,Non-Profit,Educational,99,132.98533661550832,202,261,56,68,40,1794.45473529784,267.16091624728256,94.55578712202409,31734.668591888734,4964,2118.270721659579
Other,34-38,Bachelor,Arts,Instagram,Influencer,Handmade Craft,99,104.97970795513456,197,242,48,65,29,1492.1858213247317,271.0758788125782,67.29704039298935,14010.745770943622,4874,2418.4266874748955
Male,20-26,Bachelor,Arts,Facebook,Business,Educational,102,124.71455612372846,216,254,49,58,34,961.7606268143381,223.4616140879187,5.394747683611223,44290.61362886379,4926,2539.1771907141924
Other,13-19,MD,Arts,Twitter,Non-Profit,Other,90,83.5891405815104,191,262,50,69,36,410.8624438129807,252.4397248167396,15.520677917928339,38853.89273058977,5082,3057.894205645926
Other,<12,High School,Other,Twitter,Influencer,Educational,96,109.54621880586295,190,259,57,57,27,1390.034148099281,206.07377556081462,39.98339976426497,52120.364044182024,5059,2335.9587629005673
Female,13-19,MD,Business,YouTube,Influencer,Handmade Craft,101,124.90157114874565,224,244,60,62,34,1411.3862693143737,261.28170413958526,21.677101238427177,40906.793936461574,5015,1040.6291254550003
Other,13-19,High School,Social Sciences,Twitter,Non-Profit,Art-Drawing,109,91.45582452192835,214,251,57,53,17,1564.0238993002956,336.4316422589904,30.462556951633058,26797.166122645038,5033,1513.6874619044238
Male,34-38,Bachelor,Other,LinkedIn,Personal,Singing,110,170.59090433225765,186,239,50,52,33,777.1931170481868,381.9727485231796,99.74911608761765,26911.998279444368,4968,1512.6870883659794
Female,<12,Bachelor,Engineering,Instagram,Business,Travel,79,100.87728261357817,178,238,64,55,23,1060.3571005676768,294.8793675997836,65.86486971498026,45537.01246754882,5014,1272.2186174787612
Female,<12,MD,Science,Facebook,Business,Educational,102,161.35250364047715,184,244,47,53,29,1695.9280268955513,292.11411434555083,92.22176023144519,18493.32017897239,5014,3037.9371147955903
Male,51+,PhD,Business,LinkedIn,Personal,Educational,116,114.965833657606,192,226,59,60,29,1792.5199777190605,314.39512928770483,43.579837485432904,16426.6908886615,4892,1851.5705813068996
Male,<12,MD,Engineering,Instagram,Non-Profit,Art-Drawing,101,72.94573301755938,200,230,58,62,30,1600.479975167168,398.33532298260633,71.02822844905678,33305.637087564144,5007,2178.4992008518066
Female,<12,High School,Social Sciences,TikTok,Business,Other,85,85.89297574213042,199,259,52,57,32,1326.7225630884245,277.5002071688781,45.96902921612887,7588.732915470802,5029,2334.235487276817
Other,<12,MD,Arts,Other,Non-Profit,Other,89,125.2823786679414,225,228,53,60,28,906.4677996894734,346.2919923427821,32.82245428550241,35230.58020391059,4938,2209.089944328442
Female,34-38,None,Social Sciences,YouTube,Non-Profit,Other,91,150.9832725767527,226,268,49,65,41,1976.9457468829228,337.05768715622565,51.91731465010563,37045.27627512738,5135,2309.9978633514884
Male,20-26,High School,Other,Twitter,Influencer,Travel,113,173.09331397876088,196,224,57,63,27,1863.487415419155,237.6434475341988,42.731104178748666,26304.0924627727,4999,4407.992554944771
Female,51+,High School,Science,TikTok,Personal,Animation,83,123.84656185779885,194,243,49,74,41,1212.9284644067293,370.6689907122386,98.05406486806937,51120.62425056674,5131,2676.4105247761436
Male,13-19,PhD,Other,Twitter,Non-Profit,Art-Drawing,105,84.68268757516256,180,232,50,54,32,1916.6089890194205,92.78256270736415,49.616640521640086,46919.584639376946,4931,1079.3515897448763
Female,<12,Bachelor,Business,LinkedIn,Other,Travel,93,128.35455241634236,196,254,57,64,27,1465.4609391912252,406.17385112074794,81.11131328987955,18326.82209411542,4825,2316.396501075979
Other,46-51,High School,Business,Facebook,Personal,Art-Drawing,100,95.24355979919541,196,265,54,57,30,1158.8387160434158,180.58833099803405,66.68194682958485,39836.42848378343,4866,2105.740192516763
Female,20-26,Bachelor,Science,Facebook,Business,Educational,107,131.76574863583656,201,246,55,63,36,1963.3633157308195,286.0971879286414,47.96272372174225,44768.1227391741,4900,611.113094088746
Female,20-26,MD,Engineering,Facebook,Influencer,Singing,105,91.75576342783351,206,247,58,52,32,1550.0836299427544,382.8972440773889,47.415007246633614,31241.530218971067,5132,0.0
Male,13-19,None,Engineering,Twitter,Business,Art-Drawing,100,57.31289288490563,197,258,56,59,22,1285.9469258633649,257.29768060440847,34.189011706203765,23522.828042156772,5026,2141.706314630729
Male,34-38,PhD,Business,TikTok,Business,Animation,117,159.50566978859695,200,244,39,60,20,858.844239060416,323.41720513894643,10.698180763205611,13368.191494671293,4978,1719.9817603392808
Male,27-33,Bachelor,Business,Facebook,Personal,Handmade Craft,99,113.20749805964215,199,247,57,56,25,905.1427620578621,384.51607989061887,76.14693289373167,21626.5840598288,5036,851.0900482099428
Female,27-33,High School,Arts,TikTok,Business,Travel,105,121.48981001449745,209,266,52,53,23,1923.503868080907,484.82198108005787,91.8094793200539,13702.375776091783,5016,1459.1303945982804
Other,20-26,Bachelor,Engineering,Twitter,Non-Profit,Art-Drawing,110,149.90104122718566,223,231,58,67,36,1726.4567955631856,298.4953511414712,21.795485466011765,43686.99210276204,5005,1740.6728548670062
Male,39-45,High School,Science,LinkedIn,Business,Art-Drawing,90,176.36540127994363,238,253,50,67,42,915.1784019330088,317.9791955294082,92.56734939291974,26172.89573108481,5065,1417.0879575498045
Male,39-45,Bachelor,Engineering,TikTok,Influencer,Animation,93,141.6024195644687,196,247,42,48,35,905.6924590022708,304.04629936232266,23.230421805827817,37824.77671467742,5051,2271.6748496385103
Female,13-19,High School,Arts,LinkedIn,Influencer,Singing,92,123.09004848610834,180,261,56,69,26,2551.267023271801,277.8736908232294,53.007910198377516,48904.52828814174,5030,2175.4418291930197
Male,27-33,MD,Other,Twitter,Other,Art-Drawing,86,133.8861862833972,192,259,48,70,34,1732.3126028390257,165.42725223907257,34.36219961271378,33182.683429038574,5084,2798.743441737362
Other,20-26,High School,Business,Twitter,Influencer,Art-Drawing,107,111.15650870140088,187,260,64,54,33,2104.7711598056308,187.91870031172388,11.450878591225822,47656.12296101165,4920,3157.129790059881
Other,34-38,High School,Business,YouTube,Business,Singing,72,121.08343135468918,201,221,42,66,27,2246.1274265877073,298.57189391871424,5.283837495554733,24741.61324616123,4986,2644.185023012589
Male,27-33,None,Arts,Twitter,Influencer,Animation,117,124.34590913577551,196,273,46,51,38,1035.9147237904772,334.1091926689949,36.53465321442274,35796.83819610219,5034,1318.00602230278
Male,20-26,High School,Science,Twitter,Personal,Travel,99,96.401242295906,186,260,56,85,28,2371.379466997463,426.14264627281926,4.734386454943995,33081.10411801496,4860,2168.340414466995
Female,20-26,None,Business,Instagram,Influencer,Travel,107,120.63520760633631,207,227,50,65,34,961.0908174245641,279.0277527404672,10.42064375378513,19477.264281820695,5050,394.88843888584347
Other,<12,PhD,Social Sciences,Facebook,Non-Profit,Art-Drawing,90,131.0130555751179,200,275,53,66,29,1864.6002231644375,452.867138495344,14.229757879798422,25359.93141363627,4967,1525.0321037821225
Other,34-38,None,Business,YouTube,Personal,Singing,97,135.5105069272665,229,265,43,59,31,1442.0098957546757,179.54922887237666,0.19157061789990548,51227.837682013065,4894,0.0
Male,<12,MD,Social Sciences,Other,Other,Art-Drawing,113,133.11971347287943,200,279,52,66,36,1861.7458369696988,321.0153998600665,15.325221584365345,24826.942353003036,4935,1647.3474007348568
Female,13-19,None,Arts,YouTube,Non-Profit,Other,107,79.82924345776878,187,236,62,67,31,1394.6460761304202,273.278673063008,57.72786803783746,5060.439514945607,4945,1464.6539300418435
Other,<12,PhD,Arts,YouTube,Business,Handmade Craft,102,156.8777682779897,197,239,55,62,29,1774.511317269214,168.74649892747627,81.95231220959364,24806.454611540066,4978,2691.0714744381144
Other,46-51,MD,Business,Other,Business,Travel,90,154.38843682361448,199,239,57,53,34,2180.950400324814,130.691342246742,19.342995940806983,18706.0582558214,5048,1032.8068670632651
Female,<12,Bachelor,Engineering,Instagram,Business,Other,103,117.11554775343633,210,276,40,48,35,2059.825837650929,256.5323945418626,8.087260384750028,36838.841984805724,5044,2170.960823215135
Female,46-51,Bachelor,Social Sciences,LinkedIn,Non-Profit,Educational,106,133.66526085316303,205,260,44,48,30,1469.047766282326,264.0197785268217,72.95141984358722,39221.90748917768,5122,1621.5726242651283
Other,27-33,None,Science,Twitter,Non-Profit,Handmade Craft,112,113.50338698674476,182,266,46,81,31,1023.2144082310238,211.18487050788883,0.8162711457216032,35371.93379335718,4956,1574.9135637302147
